IDTURMA,IDPROFESSOR
20396,82080
20399,1617
20404,1543
20405,57455
20406,57290
20407,1585
20408,1617
20409,805
20410,519
20411,1617
20412,226
20414,1188
20415,57455
20416,728
20417,1259
20418,690
20419,68173
20423,82080
20427,72051
20428,70342
20429,78645
20432,72051
20433,78645
20434,57290
20436,82080
20437,68173
20438,70342
20439,68173
20440,46494
20441,69990
20442,71117
20443,59008
20444,57381
20445,13828
20446,73383
20447,46494
20449,69995
20450,80479
20451,52945
20452,46793
20453,63270
20454,52945
20455,54448
20456,51797
20457,52945
20458,1161
20459,35245
20460,65161
20461,1012
20466,913
20468,13828
20469,1347
20471,73383
20472,69985
20473,1347
20475,78645
20476,1617
20481,1288
20482,75379
20484,913
20485,1161
20486,70342
20487,1259
20488,1543
20489,57381
20490,1502
20491,1347
20492,73383
20493,1585
20494,1188
20495,69985
20497,913
20508,57455
20509,50588
20510,54448
20511,85646
20512,70342
20515,54448
20517,69995
20518,50588
20519,80479
20520,57455
20521,65161
20522,913
20523,57290
20524,35259
20525,743
20527,1288
20528,690
20530,72051
20531,44206
20532,1259
20534,46793
20535,1617
20536,1014
20537,35259
20538,449
20539,728
20540,69990
20541,35259
20542,69990
20543,75958
20544,91896
20545,1347
20546,59008
20549,80479
20550,63270
20552,1107
20553,35259
20554,690
20569,63756
20570,70342
20571,67720
20572,71117
20573,449
20574,67720
20575,59008
20576,690
20577,1585
20578,44206
20579,449
20580,48922
20581,1288
20582,75958
20583,1585
20584,69985
20587,1161
20588,1161
20589,65161
20590,1259
20591,68173
20592,67720
20593,70342
20594,69985
20595,59008
20596,1188
20597,57381
20599,1585
20601,85646
20602,226
20605,35245
20606,1173
20607,1585
20609,1161
20630,63756
20631,57290
20633,69242
20634,67720
20636,50588
20639,52945
20640,62344
20641,57639
20642,1193
20643,58096
20645,686
20646,52945
20647,1193
20648,1391
20650,1391
20651,58096
20652,85669
20653,1391
20654,57639
20659,69995
20661,66626
20663,1173
20669,57381
20680,71117
20681,743
20684,1347
20688,1347
20689,63756
20690,50588
20693,85669
20694,66626
20696,54448
20698,62344
20699,913
20700,54448
20701,69995
20703,70342
20704,66626
20705,50588
20707,75379
20709,1161
20710,1161
20711,68173
20712,0
20714,52945
20715,57290
20716,1012
20717,62344
20719,52945
20721,913
20722,743
20724,80479
20725,58543
20726,46793
20731,805
20734,1014
20736,78645
20737,1585
20740,46494
20754,82080
20757,63270
20758,46793
20759,686
20769,395
20789,449
20790,58543
20795,683
20802,59008
20806,686
20807,82080
20819,35259
20820,85669
20823,57455
20829,44206
20850,87001
20854,69985
20859,63882
20860,63882
20861,82070
20862,82070
20863,63882
20876,46494
20877,82070
20884,63882
20888,65877
20889,57381
20892,72039
20902,83288
20905,1107
20909,65877
20910,72051
20913,1188
20917,82070
20918,728
20919,87001
20922,72039
20923,1107
20933,690
20935,63882
20939,690
20941,84328
20943,72051
20948,82070
20950,63882
20954,75958
20959,57972
20964,83288
20970,65877
20982,65877
20985,57972
20993,87001
20997,83288
20998,63882
20999,72039
21000,82070
21003,57972
21005,65877
21009,83288
21011,87001
21012,84328
21014,65877
21020,1347
21036,59008
21055,1585
21056,57381
21057,395
21059,1107
21060,519
21061,69242
21062,683
21063,68173
21064,48922
21065,48922
21066,78645
21067,78645
21068,69985
21069,72051
21070,1543
21072,1107
21074,35259
21075,1502
21077,1540
21084,67720
21085,86213
21086,80140
21087,88653
21096,2076
21097,2114
21099,90998
21100,57649
21101,89226
21102,2114
21105,57649
21106,74355
21108,74355
21109,53429
21110,80140
21113,2076
21115,88653
21116,2346
21117,88653
21119,53429
21120,86213
21121,56939
21123,57649
21124,86213
21125,2114
21126,2114
21127,89226
21128,74355
21129,2114
21130,57649
21132,74355
21133,90998
21134,2114
21135,88653
21136,53429
21138,2114
21139,57649
21140,53429
21141,53429
21142,74355
21143,74355
21144,2114
21145,80140
21146,89226
21147,89226
21148,74355
21149,80140
21150,86157
21151,2076
21153,88653
21155,80140
21156,86213
21159,80140
21164,56939
21165,87984
21166,56939
21167,86157
21168,2346
21170,56939
21171,2076
21172,90998
21173,87984
21174,57649
21176,2076
21177,87984
21178,88653
21179,80140
21180,90998
21181,87984
21182,56939
21184,86157
21185,86157
21186,2076
21187,0
21197,2114
21198,53429
21199,2076
21203,87984
21205,2346
21206,87984
21208,90998
21209,89226
21223,57381
21226,519
21227,1617
21228,78645
21229,519
21230,69242
21231,519
21232,1259
21233,1259
21234,91896
21235,683
21236,743
21237,1288
21238,57290
21239,743
21240,46494
21241,70342
21244,1173
21249,75379
21322,690
21324,78626
21325,78626
21326,728
21327,1502
21328,395
21329,395
21331,65877
21333,226
21334,226
21345,65877
21351,69990
21354,57455
21357,75379
21378,70342
21384,1107
21398,71117
21445,74355
21448,1288
21450,69990
21454,1014
21455,1259
21462,82080
21465,0
21477,68173
21480,1502
21488,63756
21490,683
